Quarter,Region,State,Purpose,Trips
2008 Q4,Snowy Mountains,New South Wales,Business,37
2009 Q1,Snowy Mountains,New South Wales,Business,5
2009 Q2,Snowy Mountains,New South Wales,Business,18
2009 Q3,Snowy Mountains,New South Wales,Business,12
2009 Q4,Snowy Mountains,New South Wales,Business,14
2010 Q1,Snowy Mountains,New South Wales,Business,8
2010 Q2,Snowy Mountains,New South Wales,Business,14
2010 Q3,Snowy Mountains,New South Wales,Business,5
2010 Q4,Snowy Mountains,New South Wales,Business,20
2011 Q1,Snowy Mountains,New South Wales,Business,11
2011 Q2,Snowy Mountains,New South Wales,Business,13
2011 Q3,Snowy Mountains,New South Wales,Business,13
2011 Q4,Snowy Mountains,New South Wales,Business,7
2012 Q1,Snowy Mountains,New South Wales,Business,2
2012 Q2,Snowy Mountains,New South Wales,Business,6
2012 Q3,Snowy Mountains,New South Wales,Business,19
2012 Q4,Snowy Mountains,New South Wales,Business,7
2013 Q1,Snowy Mountains,New South Wales,Business,12
2013 Q2,Snowy Mountains,New South Wales,Business,8
2013 Q3,Snowy Mountains,New South Wales,Business,4
2013 Q4,Snowy Mountains,New South Wales,Business,22
2014 Q1,Snowy Mountains,New South Wales,Business,29
2014 Q2,Snowy Mountains,New South Wales,Business,10
2014 Q3,Snowy Mountains,New South Wales,Business,6
2014 Q4,Snowy Mountains,New South Wales,Business,8
2015 Q1,Snowy Mountains,New South Wales,Business,12
2015 Q2,Snowy Mountains,New South Wales,Business,11
2015 Q3,Snowy Mountains,New South Wales,Business,26
2015 Q4,Snowy Mountains,New South Wales,Business,24
2016 Q1,Snowy Mountains,New South Wales,Business,9
2016 Q2,Snowy Mountains,New South Wales,Business,10
2016 Q3,Snowy Mountains,New South Wales,Business,13
2016 Q4,Snowy Mountains,New South Wales,Business,26
2017 Q1,Snowy Mountains,New South Wales,Business,22
2017 Q2,Snowy Mountains,New South Wales,Business,21
2017 Q3,Snowy Mountains,New South Wales,Business,32
2017 Q4,Snowy Mountains,New South Wales,Business,25
1998 Q1,Snowy Mountains,New South Wales,Holiday,101
1998 Q2,Snowy Mountains,New South Wales,Holiday,112
1998 Q3,Snowy Mountains,New South Wales,Holiday,310
1998 Q4,Snowy Mountains,New South Wales,Holiday,90
1999 Q1,Snowy Mountains,New South Wales,Holiday,112
1999 Q2,Snowy Mountains,New South Wales,Holiday,103
1999 Q3,Snowy Mountains,New South Wales,Holiday,254
1999 Q4,Snowy Mountains,New South Wales,Holiday,75
2000 Q1,Snowy Mountains,New South Wales,Holiday,118
2000 Q2,Snowy Mountains,New South Wales,Holiday,114
2000 Q3,Snowy Mountains,New South Wales,Holiday,287
2000 Q4,Snowy Mountains,New South Wales,Holiday,75
2001 Q1,Snowy Mountains,New South Wales,Holiday,83
2001 Q2,Snowy Mountains,New South Wales,Holiday,99
2001 Q3,Snowy Mountains,New South Wales,Holiday,228
2001 Q4,Snowy Mountains,New South Wales,Holiday,56
2002 Q1,Snowy Mountains,New South Wales,Holiday,113
2002 Q2,Snowy Mountains,New South Wales,Holiday,103
2002 Q3,Snowy Mountains,New South Wales,Holiday,239
2002 Q4,Snowy Mountains,New South Wales,Holiday,46
2003 Q1,Snowy Mountains,New South Wales,Holiday,60
2003 Q2,Snowy Mountains,New South Wales,Holiday,104
2003 Q3,Snowy Mountains,New South Wales,Holiday,265
2003 Q4,Snowy Mountains,New South Wales,Holiday,53
2004 Q1,Snowy Mountains,New South Wales,Holiday,108
2004 Q2,Snowy Mountains,New South Wales,Holiday,62
2004 Q3,Snowy Mountains,New South Wales,Holiday,300
2004 Q4,Snowy Mountains,New South Wales,Holiday,91
2005 Q1,Snowy Mountains,New South Wales,Holiday,119
2005 Q2,Snowy Mountains,New South Wales,Holiday,67
2005 Q3,Snowy Mountains,New South Wales,Holiday,246
2005 Q4,Snowy Mountains,New South Wales,Holiday,62
2006 Q1,Snowy Mountains,New South Wales,Holiday,90
2006 Q2,Snowy Mountains,New South Wales,Holiday,76
2006 Q3,Snowy Mountains,New South Wales,Holiday,192
2006 Q4,Snowy Mountains,New South Wales,Holiday,47
2007 Q1,Snowy Mountains,New South Wales,Holiday,94
2007 Q2,Snowy Mountains,New South Wales,Holiday,95
2007 Q3,Snowy Mountains,New South Wales,Holiday,217
2007 Q4,Snowy Mountains,New South Wales,Holiday,59
2008 Q1,Snowy Mountains,New South Wales,Holiday,98
2008 Q2,Snowy Mountains,New South Wales,Holiday,68
2008 Q3,Snowy Mountains,New South Wales,Holiday,234
2008 Q4,Snowy Mountains,New South Wales,Holiday,39
2009 Q1,Snowy Mountains,New South Wales,Holiday,91
2009 Q2,Snowy Mountains,New South Wales,Holiday,76
2009 Q3,Snowy Mountains,New South Wales,Holiday,260
2009 Q4,Snowy Mountains,New South Wales,Holiday,33
2010 Q1,Snowy Mountains,New South Wales,Holiday,99
2010 Q2,Snowy Mountains,New South Wales,Holiday,62
2010 Q3,Snowy Mountains,New South Wales,Holiday,259
2010 Q4,Snowy Mountains,New South Wales,Holiday,63
2011 Q1,Snowy Mountains,New South Wales,Holiday,123
2011 Q2,Snowy Mountains,New South Wales,Holiday,52
2011 Q3,Snowy Mountains,New South Wales,Holiday,282
2011 Q4,Snowy Mountains,New South Wales,Holiday,90
2012 Q1,Snowy Mountains,New South Wales,Holiday,99
2012 Q2,Snowy Mountains,New South Wales,Holiday,75
2012 Q3,Snowy Mountains,New South Wales,Holiday,243
2012 Q4,Snowy Mountains,New South Wales,Holiday,83
2013 Q1,Snowy Mountains,New South Wales,Holiday,107
2013 Q2,Snowy Mountains,New South Wales,Holiday,98
2013 Q3,Snowy Mountains,New South Wales,Holiday,257
2013 Q4,Snowy Mountains,New South Wales,Holiday,53
2014 Q1,Snowy Mountains,New South Wales,Holiday,83
2014 Q2,Snowy Mountains,New South Wales,Holiday,92
2014 Q3,Snowy Mountains,New South Wales,Holiday,286
2014 Q4,Snowy Mountains,New South Wales,Holiday,70
2015 Q1,Snowy Mountains,New South Wales,Holiday,93
2015 Q2,Snowy Mountains,New South Wales,Holiday,74
2015 Q3,Snowy Mountains,New South Wales,Holiday,293
2015 Q4,Snowy Mountains,New South Wales,Holiday,96
2016 Q1,Snowy Mountains,New South Wales,Holiday,99
2016 Q2,Snowy Mountains,New South Wales,Holiday,77
2016 Q3,Snowy Mountains,New South Wales,Holiday,331
2016 Q4,Snowy Mountains,New South Wales,Holiday,68
2017 Q1,Snowy Mountains,New South Wales,Holiday,119
2017 Q2,Snowy Mountains,New South Wales,Holiday,124
2017 Q3,Snowy Mountains,New South Wales,Holiday,378
2017 Q4,Snowy Mountains,New South Wales,Holiday,85
1998 Q1,Snowy Mountains,New South Wales,Other,4
1998 Q2,Snowy Mountains,New South Wales,Other,5
1998 Q3,Snowy Mountains,New South Wales,Other,0
1998 Q4,Snowy Mountains,New South Wales,Other,3
1999 Q1,Snowy Mountains,New South Wales,Other,3
1999 Q2,Snowy Mountains,New South Wales,Other,8
1999 Q3,Snowy Mountains,New South Wales,Other,0
1999 Q4,Snowy Mountains,New South Wales,Other,5
2000 Q1,Snowy Mountains,New South Wales,Other,4
2000 Q2,Snowy Mountains,New South Wales,Other,24
2000 Q3,Snowy Mountains,New South Wales,Other,9
2000 Q4,Snowy Mountains,New South Wales,Other,7
2001 Q1,Snowy Mountains,New South Wales,Other,9
2001 Q2,Snowy Mountains,New South Wales,Other,1
2001 Q3,Snowy Mountains,New South Wales,Other,3
2001 Q4,Snowy Mountains,New South Wales,Other,0
2002 Q1,Snowy Mountains,New South Wales,Other,0
2002 Q2,Snowy Mountains,New South Wales,Other,7
2002 Q3,Snowy Mountains,New South Wales,Other,11
2002 Q4,Snowy Mountains,New South Wales,Other,0
2003 Q1,Snowy Mountains,New South Wales,Other,12
2003 Q2,Snowy Mountains,New South Wales,Other,0
2003 Q3,Snowy Mountains,New South Wales,Other,3
2003 Q4,Snowy Mountains,New South Wales,Other,3
2004 Q1,Snowy Mountains,New South Wales,Other,21
2004 Q2,Snowy Mountains,New South Wales,Other,6
2004 Q3,Snowy Mountains,New South Wales,Other,9
2004 Q4,Snowy Mountains,New South Wales,Other,5
2005 Q1,Snowy Mountains,New South Wales,Other,2
2005 Q2,Snowy Mountains,New South Wales,Other,3
2005 Q3,Snowy Mountains,New South Wales,Other,3
2005 Q4,Snowy Mountains,New South Wales,Other,1
2006 Q1,Snowy Mountains,New South Wales,Other,4
2006 Q2,Snowy Mountains,New South Wales,Other,2
2006 Q3,Snowy Mountains,New South Wales,Other,9
2006 Q4,Snowy Mountains,New South Wales,Other,5
2007 Q1,Snowy Mountains,New South Wales,Other,4
2007 Q2,Snowy Mountains,New South Wales,Other,12
2007 Q3,Snowy Mountains,New South Wales,Other,12
2007 Q4,Snowy Mountains,New South Wales,Other,3
2008 Q1,Snowy Mountains,New South Wales,Other,3
2008 Q2,Snowy Mountains,New South Wales,Other,4
2008 Q3,Snowy Mountains,New South Wales,Other,14
2008 Q4,Snowy Mountains,New South Wales,Other,2
2009 Q1,Snowy Mountains,New South Wales,Other,6
2009 Q2,Snowy Mountains,New South Wales,Other,2
2009 Q3,Snowy Mountains,New South Wales,Other,0
2009 Q4,Snowy Mountains,New South Wales,Other,7
2010 Q1,Snowy Mountains,New South Wales,Other,2
2010 Q2,Snowy Mountains,New South Wales,Other,2
2010 Q3,Snowy Mountains,New South Wales,Other,10
2010 Q4,Snowy Mountains,New South Wales,Other,0
2011 Q1,Snowy Mountains,New South Wales,Other,2
2011 Q2,Snowy Mountains,New South Wales,Other,10
2011 Q3,Snowy Mountains,New South Wales,Other,8
2011 Q4,Snowy Mountains,New South Wales,Other,5
2012 Q1,Snowy Mountains,New South Wales,Other,1
2012 Q2,Snowy Mountains,New South Wales,Other,0
2012 Q3,Snowy Mountains,New South Wales,Other,10
2012 Q4,Snowy Mountains,New South Wales,Other,6
2013 Q1,Snowy Mountains,New South Wales,Other,16
2013 Q2,Snowy Mountains,New South Wales,Other,11
2013 Q3,Snowy Mountains,New South Wales,Other,15
2013 Q4,Snowy Mountains,New South Wales,Other,11
2014 Q1,Snowy Mountains,New South Wales,Other,0
2014 Q2,Snowy Mountains,New South Wales,Other,16
2014 Q3,Snowy Mountains,New South Wales,Other,9
2014 Q4,Snowy Mountains,New South Wales,Other,10
2015 Q1,Snowy Mountains,New South Wales,Other,26
2015 Q2,Snowy Mountains,New South Wales,Other,11
2015 Q3,Snowy Mountains,New South Wales,Other,7
2015 Q4,Snowy Mountains,New South Wales,Other,6
2016 Q1,Snowy Mountains,New South Wales,Other,12
2016 Q2,Snowy Mountains,New South Wales,Other,1
2016 Q3,Snowy Mountains,New South Wales,Other,9
2016 Q4,Snowy Mountains,New South Wales,Other,18
2017 Q1,Snowy Mountains,New South Wales,Other,0
2017 Q2,Snowy Mountains,New South Wales,Other,5
2017 Q3,Snowy Mountains,New South Wales,Other,6
2017 Q4,Snowy Mountains,New South Wales,Other,3
1998 Q1,Snowy Mountains,New South Wales,Visiting,20
1998 Q2,Snowy Mountains,New South Wales,Visiting,29
1998 Q3,Snowy Mountains,New South Wales,Visiting,26
1998 Q4,Snowy Mountains,New South Wales,Visiting,24
1999 Q1,Snowy Mountains,New South Wales,Visiting,47
1999 Q2,Snowy Mountains,New South Wales,Visiting,19
1999 Q3,Snowy Mountains,New South Wales,Visiting,3
1999 Q4,Snowy Mountains,New South Wales,Visiting,35
2000 Q1,Snowy Mountains,New South Wales,Visiting,19
2000 Q2,Snowy Mountains,New South Wales,Visiting,18
2000 Q3,Snowy Mountains,New South Wales,Visiting,23
2000 Q4,Snowy Mountains,New South Wales,Visiting,19
2001 Q1,Snowy Mountains,New South Wales,Visiting,26
2001 Q2,Snowy Mountains,New South Wales,Visiting,20
2001 Q3,Snowy Mountains,New South Wales,Visiting,54
2001 Q4,Snowy Mountains,New South Wales,Visiting,27
2002 Q1,Snowy Mountains,New South Wales,Visiting,24
2002 Q2,Snowy Mountains,New South Wales,Visiting,24
2002 Q3,Snowy Mountains,New South Wales,Visiting,32
2002 Q4,Snowy Mountains,New South Wales,Visiting,28
2003 Q1,Snowy Mountains,New South Wales,Visiting,27
2003 Q2,Snowy Mountains,New South Wales,Visiting,17
2003 Q3,Snowy Mountains,New South Wales,Visiting,47
2003 Q4,Snowy Mountains,New South Wales,Visiting,52
2004 Q1,Snowy Mountains,New South Wales,Visiting,32
2004 Q2,Snowy Mountains,New South Wales,Visiting,22
2004 Q3,Snowy Mountains,New South Wales,Visiting,27
2004 Q4,Snowy Mountains,New South Wales,Visiting,41
2005 Q1,Snowy Mountains,New South Wales,Visiting,23
2005 Q2,Snowy Mountains,New South Wales,Visiting,26
2005 Q3,Snowy Mountains,New South Wales,Visiting,18
2005 Q4,Snowy Mountains,New South Wales,Visiting,37
2006 Q1,Snowy Mountains,New South Wales,Visiting,19
2006 Q2,Snowy Mountains,New South Wales,Visiting,42
2006 Q3,Snowy Mountains,New South Wales,Visiting,6
2006 Q4,Snowy Mountains,New South Wales,Visiting,25
2007 Q1,Snowy Mountains,New South Wales,Visiting,25
2007 Q2,Snowy Mountains,New South Wales,Visiting,25
2007 Q3,Snowy Mountains,New South Wales,Visiting,19
2007 Q4,Snowy Mountains,New South Wales,Visiting,22
2008 Q1,Snowy Mountains,New South Wales,Visiting,30
2008 Q2,Snowy Mountains,New South Wales,Visiting,14
2008 Q3,Snowy Mountains,New South Wales,Visiting,20
2008 Q4,Snowy Mountains,New South Wales,Visiting,15
2009 Q1,Snowy Mountains,New South Wales,Visiting,38
2009 Q2,Snowy Mountains,New South Wales,Visiting,8
2009 Q3,Snowy Mountains,New South Wales,Visiting,19
2009 Q4,Snowy Mountains,New South Wales,Visiting,25
2010 Q1,Snowy Mountains,New South Wales,Visiting,25
2010 Q2,Snowy Mountains,New South Wales,Visiting,45
2010 Q3,Snowy Mountains,New South Wales,Visiting,27
2010 Q4,Snowy Mountains,New South Wales,Visiting,49
2011 Q1,Snowy Mountains,New South Wales,Visiting,29
2011 Q2,Snowy Mountains,New South Wales,Visiting,28
2011 Q3,Snowy Mountains,New South Wales,Visiting,31
2011 Q4,Snowy Mountains,New South Wales,Visiting,10
2012 Q1,Snowy Mountains,New South Wales,Visiting,32
2012 Q2,Snowy Mountains,New South Wales,Visiting,45
2012 Q3,Snowy Mountains,New South Wales,Visiting,29
2012 Q4,Snowy Mountains,New South Wales,Visiting,31
2013 Q1,Snowy Mountains,New South Wales,Visiting,26
2013 Q2,Snowy Mountains,New South Wales,Visiting,12
2013 Q3,Snowy Mountains,New South Wales,Visiting,19
2013 Q4,Snowy Mountains,New South Wales,Visiting,25
2014 Q1,Snowy Mountains,New South Wales,Visiting,26
2014 Q2,Snowy Mountains,New South Wales,Visiting,35
2014 Q3,Snowy Mountains,New South Wales,Visiting,30
2014 Q4,Snowy Mountains,New South Wales,Visiting,11
2015 Q1,Snowy Mountains,New South Wales,Visiting,26
2015 Q2,Snowy Mountains,New South Wales,Visiting,24
2015 Q3,Snowy Mountains,New South Wales,Visiting,19
2015 Q4,Snowy Mountains,New South Wales,Visiting,35
2016 Q1,Snowy Mountains,New South Wales,Visiting,17
2016 Q2,Snowy Mountains,New South Wales,Visiting,9
2016 Q3,Snowy Mountains,New South Wales,Visiting,45
2016 Q4,Snowy Mountains,New South Wales,Visiting,32
2017 Q1,Snowy Mountains,New South Wales,Visiting,18
2017 Q2,Snowy Mountains,New South Wales,Visiting,11
2017 Q3,Snowy Mountains,New South Wales,Visiting,32
2017 Q4,Snowy Mountains,New South Wales,Visiting,37
1998 Q1,South Coast,New South Wales,Business,57
1998 Q2,South Coast,New South Wales,Business,83
1998 Q3,South Coast,New South Wales,Business,80
1998 Q4,South Coast,New South Wales,Business,55
1999 Q1,South Coast,New South Wales,Business,79
1999 Q2,South Coast,New South Wales,Business,75
1999 Q3,South Coast,New South Wales,Business,98
1999 Q4,South Coast,New South Wales,Business,66
2000 Q1,South Coast,New South Wales,Business,44
2000 Q2,South Coast,New South Wales,Business,43
2000 Q3,South Coast,New South Wales,Business,43
2000 Q4,South Coast,New South Wales,Business,83
2001 Q1,South Coast,New South Wales,Business,118
2001 Q2,South Coast,New South Wales,Business,84
2001 Q3,South Coast,New South Wales,Business,64
2001 Q4,South Coast,New South Wales,Business,85
2002 Q1,South Coast,New South Wales,Business,21
2002 Q2,South Coast,New South Wales,Business,73
2002 Q3,South Coast,New South Wales,Business,104
2002 Q4,South Coast,New South Wales,Business,41
2003 Q1,South Coast,New South Wales,Business,95
2003 Q2,South Coast,New South Wales,Business,71
2003 Q3,South Coast,New South Wales,Business,85
2003 Q4,South Coast,New South Wales,Business,83
2004 Q1,South Coast,New South Wales,Business,32
2004 Q2,South Coast,New South Wales,Business,38
2004 Q3,South Coast,New South Wales,Business,48
2004 Q4,South Coast,New South Wales,Business,72
2005 Q1,South Coast,New South Wales,Business,57
2005 Q2,South Coast,New South Wales,Business,45
2005 Q3,South Coast,New South Wales,Business,46
2005 Q4,South Coast,New South Wales,Business,62
2006 Q1,South Coast,New South Wales,Business,38
2006 Q2,South Coast,New South Wales,Business,82
2006 Q3,South Coast,New South Wales,Business,70
2006 Q4,South Coast,New South Wales,Business,38
2007 Q1,South Coast,New South Wales,Business,31
2007 Q2,South Coast,New South Wales,Business,63
2007 Q3,South Coast,New South Wales,Business,68
2007 Q4,South Coast,New South Wales,Business,72
2008 Q1,South Coast,New South Wales,Business,23
2008 Q2,South Coast,New South Wales,Business,79
2008 Q3,South Coast,New South Wales,Business,56
2008 Q4,South Coast,New South Wales,Business,77
2009 Q1,South Coast,New South Wales,Business,38
2009 Q2,South Coast,New South Wales,Business,31
2009 Q3,South Coast,New South Wales,Business,38
2009 Q4,South Coast,New South Wales,Business,49
2010 Q1,South Coast,New South Wales,Business,31
2010 Q2,South Coast,New South Wales,Business,62
2010 Q3,South Coast,New South Wales,Business,52
2010 Q4,South Coast,New South Wales,Business,108
2011 Q1,South Coast,New South Wales,Business,48
2011 Q2,South Coast,New South Wales,Business,62
2011 Q3,South Coast,New South Wales,Business,108
2011 Q4,South Coast,New South Wales,Business,35
2012 Q1,South Coast,New South Wales,Business,51
2012 Q2,South Coast,New South Wales,Business,104
2012 Q3,South Coast,New South Wales,Business,30
2012 Q4,South Coast,New South Wales,Business,42
2013 Q1,South Coast,New South Wales,Business,34
2013 Q2,South Coast,New South Wales,Business,39
2013 Q3,South Coast,New South Wales,Business,84
2013 Q4,South Coast,New South Wales,Business,44
2014 Q1,South Coast,New South Wales,Business,41
2014 Q2,South Coast,New South Wales,Business,58
2014 Q3,South Coast,New South Wales,Business,30
2014 Q4,South Coast,New South Wales,Business,52
2015 Q1,South Coast,New South Wales,Business,41
2015 Q2,South Coast,New South Wales,Business,38
2015 Q3,South Coast,New South Wales,Business,68
2015 Q4,South Coast,New South Wales,Business,50
2016 Q1,South Coast,New South Wales,Business,25
2016 Q2,South Coast,New South Wales,Business,43
2016 Q3,South Coast,New South Wales,Business,73
2016 Q4,South Coast,New South Wales,Business,45
2017 Q1,South Coast,New South Wales,Business,32
2017 Q2,South Coast,New South Wales,Business,77
2017 Q3,South Coast,New South Wales,Business,74
2017 Q4,South Coast,New South Wales,Business,63
1998 Q1,South Coast,New South Wales,Holiday,915
1998 Q2,South Coast,New South Wales,Holiday,480
1998 Q3,South Coast,New South Wales,Holiday,344
1998 Q4,South Coast,New South Wales,Holiday,533
1999 Q1,South Coast,New South Wales,Holiday,749
1999 Q2,South Coast,New South Wales,Holiday,510
1999 Q3,South Coast,New South Wales,Holiday,307
1999 Q4,South Coast,New South Wales,Holiday,485
2000 Q1,South Coast,New South Wales,Holiday,787
2000 Q2,South Coast,New South Wales,Holiday,490
2000 Q3,South Coast,New South Wales,Holiday,296
2000 Q4,South Coast,New South Wales,Holiday,459
2001 Q1,South Coast,New South Wales,Holiday,762
2001 Q2,South Coast,New South Wales,Holiday,545
2001 Q3,South Coast,New South Wales,Holiday,346
2001 Q4,South Coast,New South Wales,Holiday,498
2002 Q1,South Coast,New South Wales,Holiday,763
2002 Q2,South Coast,New South Wales,Holiday,506
